Var1,Var2,Var3,Var4,Var5,Var6
0,0,0,0,4.19723905174294,-3.02714464935443
0,0,0,0.314159265358979,22.2390239775515,-21.8198021318302
0,0,0,0.471238898038469,29.9156344613149,-31.2792503869572
0,0,0,0.628318530717959,36.4582085803586,-40.627344616694
0,0,0,0.785398163397448,41.8158837113939,-49.7370813953726
0,0,0,0.942477796076938,45.9977348663627,-57.9013365188347
0,0,0,1.09955742875643,49.0591126741256,-65.3903141505312
0,0,0,1.25663706143592,51.0865323613059,-71.9165779724516
0,0,0,1.41371669411541,52.1838612555252,-77.1499340704638
0,0,0,1.5707963267949,52.4612354979253,-80.7686222997114
0,0,0,1.72787595947439,52.0269992583345,-81.6447814292504
0,0,0,1.88495559215388,50.9822768401436,-78.9139230240636
0,0,0,2.04203522483337,49.4175308000534,-73.7467883698318
0,0,0,2.19911485751286,47.4104791848157,-67.6681763852836
0,0,0,2.35619449019234,45.0248953341814,-61.240557146859
0,0,0,2.51327412287183,42.3099947010533,-54.7097494720104
0,0,0,2.67035375555132,39.3002727480132,-48.1176465787325
0,0,0,2.82743338823081,36.0157764271529,-41.3517890914741
0,0,0,2.9845130209103,32.462865784383,-34.5683126225799
0,0,0,3.14159265358979,28.6478388642829,-27.8152966449083
0,0,0,3.29867228626928,24.5273086445756,-21.1529259119678
0,0,0,3.45575191894877,20.0847215331147,-14.5602003161748
0,0,0,3.61283155162826,15.3088624110336,-7.66700733666148
0,0,0,3.76991118430775,10.1610481546579,-0.991965797902949
0,0,0,3.92699081698724,4.61593019968885,5.33267607103276
0,0,0,4.08407044966673,-1.34409921693091,11.1596730255265
0,0,0,4.24115008234622,-7.72429469327307,16.3388729441064
0,0,0,4.39822971502571,-14.5112643891953,21.4863057936211
0,0,0,4.5553093477052,-21.6613338832427,26.0147188726652
0,0,0,4.71238898038469,-29.0486318781744,29.5167031099432
0,0,0,4.86946861306418,-36.1107506897751,31.8577120738741
0,0,0,5.02654824574367,-41.8090846740267,32.942175938273
0,0,0,5.18362787842316,-43.0169833079519,32.7132451330166
0,0,0,5.34070751110265,-39.9594118165578,31.1472016763423
0,0,0,5.49778714378214,-34.8644135748643,28.2465819103358
0,0,0,5.65486677646163,-28.6150688126989,24.3873577897323
0,0,0,5.81194640914112,-21.5903745561127,19.2737059837236
0,0,0,5.96902604182061,-13.7901039130358,12.8964321254018
0,0,0,6.1261056745001,-5.19288906741038,5.4026790443183
0,0,0,6.28318530717959,4.19723905174294,-3.02714464935428
0,0,0.314159265358979,0,28.6531776840204,-34.3226614240663
0,0,0.314159265358979,0.314159265358979,41.429398712292,-51.8587053951694
0,0,0.314159265358979,0.471238898038469,46.1629757682621,-60.0978724634021
0,0,0.314159265358979,0.628318530717959,49.7778234369159,-67.6850113632831
0,0,0.314159265358979,0.785398163397448,52.3220557028076,-74.5230908739217
0,0,0.314159265358979,0.942477796076938,53.8741701069294,-80.6288620052005
0,0,0.314159265358979,1.09955742875643,54.5300521625155,-86.0739773922717
0,0,0.314159265358979,1.25663706143592,54.3927289213273,-90.9509476698011
0,0,0.314159265358979,1.41371669411541,53.5649967623267,-95.0750493968816
0,0,0.314159265358979,1.5707963267949,52.1444900890654,-87.8875229667821
0,0,0.314159265358979,1.72787595947439,50.2205554186968,-80.8474705930847
0,0,0.314159265358979,1.88495559215388,47.8723280917986,-73.986064542863
0,0,0.314159265358979,2.04203522483337,45.167553708143,-67.3997051058914
0,0,0.314159265358979,2.19911485751286,42.2064148417648,-60.9108128465388
0,0,0.314159265358979,2.35619449019234,39.0808938752172,-54.6945732133406
0,0,0.314159265358979,2.51327412287183,35.7201367081096,-48.5042124711532
0,0,0.314159265358979,2.67035375555132,32.1378865345417,-42.513208085872
0,0,0.314159265358979,2.82743338823081,28.3371339007782,-36.5665495690559
0,0,0.314159265358979,2.9845130209103,24.3119565155548,-30.6673689451375
0,0,0.314159265358979,3.14159265358979,20.050184531531,-25.0194171426754
0,0,0.314159265358979,3.29867228626928,15.5369713836703,-19.2611605944957
0,0,0.314159265358979,3.45575191894877,10.7593484541862,-13.6930841520344
